name,officialWebsite,latitude,longitude
La Loge des Gardes,,46.00616029256011,3.7959802150726323
La Pesse,,46.28540000000004,5.847810000000038
Lamoura,,46.39601000000005,5.9662700000000655
Le Laveron,,46.84125000000006,6.281920000000071
Le Larmont,,46.90095548345805,6.404656448867174
Les Fourgs,http://station-lesfourgs.fr/,46.832985216443504,6.412814521789642
Les Moussières,,46.318321378417224,5.896297761937605
"Les Rousses (Les Tuffes, La Serra, Le Noirmont, La Dôle)",http://www.lesrousses.com/,46.45432475198708,6.052625253796578
Longchaumois - Rosset,,46.4573402310115,5.9661129463347615
Maîche,,47.26445500723293,6.81587374478113
Métabief Mont d'Or,,46.76800262914031,6.3564666748047784
Mignovillard,,46.76368804185475,6.170311548630707
Monts Jura,http://www.monts-jura.com,46.2930828,5.9581839
Morbier,,46.55652641549864,6.022275409195573
Val de Mouthe-Chapelle des Bois,,46.70598672452728,6.209097406826914
Prénovel (Grandvaux),https://www.haut-jura-grandvaux.com/fr/bouger/activites-hivernales/ski-nordique/F339001828_domaine-de-ski-nordique-de-nanchez-nanchez.html,46.51184000000006,5.838880000000074
Septmoncel,,46.36801952661894,5.954558427329176
Brameloup,http://brameloup.com/,44.5833152670352,3.01381587982178
Chalmazel,,45.67425644174978,3.822058105468841
Chambon-des-Neiges,,45.55617260873254,2.8556903839112238
Chastreix,,45.53398401029685,2.7738937377930597
Col de Légal,,45.07060000000007,2.579780000000028
Guéry,,45.6215161620285,2.819696366786957
Le Pilat,https://www.pilat-tourisme.fr/planifier/activites-et-detente/neige-et-glisse/domaines-nordiques/domaine-nordique-le-bessat-les-grands-bois-1645730,45.367053436253485,4.5277208648622045
La Chavade Bel Air,,44.67761191713443,4.024075940251351
Maoke (Meren Glacier),,-4.073245992700677,137.1809606552124
Laguiole,http://www.aubrac-laguiole.com/fr/loisirs-et-activites/en-hiver/la-station-de-ski-de-laguiole,44.67015213426222,2.921479606628509
Laubert,,44.58346061210568,3.641161110863323
Les Bouviers,,44.75877000000003,3.522200000000055
Les Estables,http://www.stationdumezenc.com/,44.90571258229913,4.156626129150482
Mas de la Barque,,44.384723154122646,3.8738524541258816
Mont-Aigual,http://www.pratpeyrot.fr/,44.1165966,3.5512236
Mont-Dore,https://lemontdore.fr,45.54202652448165,2.8163898736238484
Mont Lozère,http://www.lemontlozere.com/,44.451684718678216,3.748125696182342
Montivernoux,,45.07156544967522,4.128102734684945
Nasbinals,,44.65068954307111,3.0132752470672135
Picherande Chareire,,45.48350878237472,2.77852512896061
Saint-Anthème,,45.565854059636706,3.868160638958216
Saint-Urcize,,44.67289128157326,2.9818023741245274
Super Besse,http://www.sancy.com/,45.51479208855012,2.841365933418274
Super Lioran,http://www.lelioran.com/,45.080706598598525,2.749861145019622
Sudelfeld,http://www.sudelfeld.de/,47.66498054156334,12.043221741914751
Berchtesgadener Land,http://www.berchtesgaden.de,47.626211,12.998457
Feldberg,http://www.liftverbund-feldberg.de,47.86066020952094,8.035314941406341
Garmisch Partenkirchen (Classic & Zugspitze),http://zugspitze.de/en/winter/skiarea/garmisch-classic,47.45493751582544,11.080772727727892
Kolbensattel (Oberammergau),http://www.kolbensattel.de/,47.59261813145374,11.044542789459229
Hindelang-Oberjoch,http://www.bergbahnen-hindelang-oberjoch.de/,47.513088429934,10.408662223816
"Kleinwalsertal / Oberstdorf (Das Hoechste, Nebelhorn, Sollereck, Fellhorn/Kanzelwand,  Walmendingerhorn, Ifen, Heuberg Arena, Hirschegg, Mittelberg)",http://www.das-hoechste.de/,47.347546597574954,10.214710235595705
Winklmoosalm (Reit im Winkl),http://www.reitimwinkl.de/,47.65674858979794,12.542112731933571
Grünten (Rettenberg),http://www.gruentenlifte.de/,47.5822540136023,10.321147108078
Schliersee / Spitzingsee,http://www.alpenbahnen-spitzingsee.de/,47.66738510428047,11.877096557617165
Willingen,http://www.winterpark-willingen.info/ski-alpin/,51.295,8.6080555555556
Skiliftkarussell Winterberg,http://www.skiliftkarussell.de/,51.2,8.5166666666667
Matterhorn (Zermatt/​Breuil-Cervinia/​Valtournenche),http://bergbahnen.zermatt.ch/,45.942496045578025,7.709285616874696
"Les Portes du Soleil (Morzine, Avoriaz, ​Les Gets, ​Châtel, ​Morgins, ​Champéry)",http://www.portesdusoleil.ch/,46.19541900532242,6.8032944202423105
"Les 4 Vallées (Verbier, Nendaz, Veysonnaz, Thyon, La Tzoumaz, Bruson)",http://www.verbier.ch/,46.103946800078084,7.279129028320313
"Aletsch Region (Belalp, Bettmeralp, Fiesch, Riederalp)",http://www.aletsch.ch/,46.371388888889,7.9741666666667
Crans-Montana,http://www.crans-montana.ch/,46.3083435094464,7.46709823608398
"Val d'Anniviers (Grimentz, Zinal, Vercorin, St-Luc, Chandolin)",http://www.anniviers.ch/,46.25,7.6
"Saastal (Saas Fee, Saas Balen, Saas Grund, Saas Almagell)",http://www.saas-fee.ch/,46.102222222222,7.9180555555556
"Leysin (Les Mosses, La Lecherette)",http://www.leysin.ch/,46.395191666667,7.1021111111111
Villars-Gryon / Les Diablerets / Glacier 3000 / Bex,http://www.diablerets.ch/,46.351388888889,7.1580555555556
Leukerbad,http://www.leukerbad.ch/,46.37364889872495,7.629035264253617
Lötschental - Lauchernalp,http://www.loetschental.ch/,46.4018229797528,7.77759075164795
Anzère,http://www.anzere.ch/,46.296,7.398
La Corbatière,,47.07006823606121,6.840333939035191
Gstaad Mountain Rides,http://www.gstaad.ch/,46.466666666667,7.2833333333333
"Jungfrauregion (Mürren, Wengen, Grindelwald)",http://www.jungfrau.ch/,46.612657984230225,7.941956520080567
"Adelboden-Lenk (Frutigen, Engstligenalp)",http://www.adelboden-lenk.ch/,46.461038542001724,7.509498596191407
Alpenregion Meiringen-Hasliberg,http://www.meiringen-hasliberg.ch/,46.75250558646769,8.22429656982422
Brunni-Alpthal,http://www.brunnialpthal.ch/,47.0421708476864,8.70460510253906
Engelberg Titlis,http://www.engelberg.ch/,46.81573283621605,8.396324068307878
Sörenberg (Flühli),https://www.soerenberg.ch,46.82311021523054,8.028854624430323
"Hoch-Ybrig (Oberiberg, Unteriberg)",https://www.hoch-ybrig.ch,47.0200862389198,8.8090181350708
Davos-Klosters,http://www.davosklosters.ch/,46.793419712599864,9.821691513061525
"Arosa Lenzerheide (Valbella, Parpan, Churwalden, Lenz)",https://arosalenzerheide.swiss/,46.76589170334211,9.610100090503694
"Engadin-St. Moritz (Corviglia, Diavolezza/Bernina, Corvatsch/Furtschellas, Zuoz)",http://www.Engadin.ch/,46.5,9.8333333333333
"Weisse Arena (Films, Laax, Falera)",http://www.alpenarena.ch,46.84815834321463,9.217185974121096
Andermatt + Sedrun + Disentis,https://www.andermatt-sedrun-disentis.ch,46.65904,8.68418
Savognin,http://www.savognin.ch/,46.583333333333,9.5833333333333
Engadin-Scuol,http://www.scuol.ch/,46.8,10.283333333333
"Brigels (Waltensburg, Andiast)",https://www.brigels-bergbahnen.ch,46.790070155284944,9.074878692626955
Vals3000,http://www.vals.ch,46.6090613404753,9.17336940765381
Flumserberg,http://www.flumserberg.ch/,47.093661111111,9.2853888888889
Toggenburg / Wildhaus,https://www.wildhaus.ch/,47.2007645115355,9.34400081634521
Pizol,http://pizol.com/,46.978846944253625,9.435625076293947
Braunwald,http://www.braunwald.ch,46.933333333333,9
Hurricane Ridge,http://hurricaneridge.com/,47.970983492350285,-123.49447801709177
Yellowstone Club,http://www.theyellowstoneclub.com,45.241626723692,-111.41113042831
Spanish Peaks Resort,http://www.spanishpeaksresort.com,45.260902210131,-111.36972784996
Iron Mountain,,38.63054994398908,-120.21180152893066
Mt. Waterman,http://www.mtwaterman.org/,34.34517231399,-117.93185949326
Trinity Mountain Resort,,34.2353638759311,-117.07649230957
Snowmass,http://www.aspensnowmass.com,39.190459485349,-106.95394338467
Echo Mountain,https://www.echomountainresort.com/,39.685,-105.51944444444
Hesperus Ski Area,http://ski-hesperus.com/,37.297777777778,-108.055
Pettneu am Arlberg,http://www.skipettneu.com,47.1517636900659,10.3350234031677
Vallée de Joux,https://www.myvalleedejoux.ch,46.644899182025,6.31722450256348
Pine Creek Ski Area,,42.1029668468409,-110.828833580017
Castleside,,54.8308531949791,-1.88149452209473
Harwood,http://harwoodski.webs.com/,54.7135650653659,-2.28738784790039
Langdon Beck,,54.6883203128947,-2.25751876831055
Raise,http://www.ldscsnowski.co.uk,54.5519933317542,-3.01371932029724
Weardale Ski Club,http://www.skiweardale.com,54.701149239016,-2.1742308139801
Yad Moss,http://www.yadmoss.co.uk,54.733838759502405,-2.3519325256347656
Sommet Edelweiss,https://www.sommets.com/fr/montagne-de-ski/sommet-edelweiss/,45.645833333333,-75.851388888889
Le Chantecler,http://www.skichantecler.com,45.960682,-74.173093
Cairngorm (Aviemore),http://www.cairngormmountain.co.uk,57.13321992757901,-3.6699374816894306
Glencoe Mountain,http://www.glencoemountain.co.uk,56.632110928549004,-4.8282551765441895
Glenshee Ski Centre,http://www.ski-glenshee.co.uk/,56.88656882550677,-3.414606730143305
The Lecht,http://www.lecht.co.uk,57.20103234911259,-3.248322814941389
Nevis Range,http://www.nevisrange.co.uk/,56.8364848350513,-4.97161388397217
Prospect Hill,,42.393195567916,-71.252174377441
Midlothian Snowsports Centre (Hillend Dry Slope),http://www.midlothian.gov.uk/info/200131/snowsports_centre,55.8872503613198,-3.21152687072754
Kopaonik,http://www.eng.infokop.net/,43.291802969891684,20.82904011011124
Iver,,43.83392093558311,19.467813670635227
Tornik (Zlatibor),https://www.skijalistasrbije.rs/en/lifts-and-slopes-tornik-zlatibor,43.67021822139595,19.646207392215732
Stara Planina,https://www.skijalistasrbije.rs/en/lifts-and-slopes-stara-planina,43.36917904461645,22.608680427074436
Divcibare,,44.10341468415145,20.000301363179464
Mont-Bélu,http://www.montbelu.com/accueil/accueil.php,48.3241286341546,-70.8391571044922
Toboski,,48.5924482597329,-72.5003242492676
Mont Edouard,http://www.montedouard.com,48.168171,-70.288557
Mont Villa Saguenay,http://www.skisurfsaglac.qc.ca/9398_fr.html,48.547484,-71.630825
Le Valinouet,http://www.valinouet.qc.ca,48.65514,-70.893776
St Raymond,http://www.skisaintraymond.com/ski.asp?no=24111,46.9132200096056,-71.8097305297852
La Réserve,http://www.skilareserve.com,46.286258,-74.182173
Bodenmais - Silberberg,http://www.silberbergbahn.de/,49.062116655389474,13.118294143676849
Copper Creek Mountain,,49.92178,-56.211322
Keppoch Mountain,,45.546081,-62.11495200000002
Springhill,http://www.springhillwinterpark.com,49.962492,-96.9816
Mount Sima,http://www.mountsima.com/,60.6118272231504,-135.045318603516
Moose Mountain,https://dawsoncity.ca/venue/moose-mountain/,64.05105739178606,-139.40937539824222
Tenney Mountain,https://www.skitenney.com/,43.737777777778,-71.783611111111
Whaleback Ski Area,http://www.whaleback.com/,43.5991962858735,-72.182879447937
"Les 3 Vallées (Val Thorens, Les Menuires, St Martin De Belleville, Meribel, Brides-les-bains, La Tania, Courchevel)",http://www.les3vallees.com,45.3757846894103,6.5972900390625
"Paradiski (La Plagne, Les Arcs)",http://www.paradiski.com,45.55008608125437,6.749808657914402
Plymouth Notch,http://www.skithenotch.com/,43.5308780810838,-72.7507781982422
Portillo,,-32.837013,-70.128865
Whakapapa,http://www.mtruapehu.com,-39.249994148387,175.55979472109
Turoa,http://www.mtruapehu.com,-39.299596116511,175.54178559521
Tukino,http://tukino.co.nz,-39.2781449605178,175.610983371735
Manganui,http://www.skitaranaki.co.nz,-39.305649858627,174.09188210964
Rainbow,http://www.skirainbow.co.nz,-41.875696393231,172.86141872406
Mt. Lyford,http://www.mtlyford.co.nz,-42.4469897565812,173.14352273941
Hanmer Springs,http://www.skihanmer.co.nz,-42.4398642039791,172.735676765442
Temple Basin,http://www.templebasin.co.nz,-42.9086394259358,171.575481891632
Broken River,http://www.brokenriver.co.nz,-43.151786602345,171.67030334473
Mt. Cheeseman,http://www.mtcheeseman.co.nz/,-43.1571714527665,171.668629646301
Porters,http://www.skiporters.co.nz,-43.2731434242688,171.64279460907
Mt. Olympus,http://www.mtolympus.co.nz,-43.1819919808737,171.628503799438
Mt. Hutt,http://www.nzski.com,-43.492056092229,171.53590448335
Fox Peak,http://www.foxpeak.co.nz,-43.8569661572601,170.815472602844
Mt. Dobson,http://www.dobson.co.nz,-43.943981915584,170.66277980804
Roundhill,http://www.roundhill.co.nz,-43.826075009227,170.65423965454
Cardrona,http://www.cardrona.com,-44.867359647194,168.95141397595
Snowfarm,http://www.snowfarmnz.com,-44.8774187403069,169.095704555511
Snow Park,,-44.8786275483434,169.070491790771
The Remarkables,http://www.nzski.com,-45.055333653526745,168.81415843963623
Coronet Peak,http://www.nzski.com,-44.922051428571,168.7377100295
Gulmarg,http://skigulmarg.com/,34.0486770153295,74.3849945068359
Auli,http://www.gmvnl.com/newgmvn/districts/chamoli/auli.aspx,30.5297,79.570063
Dizin,http://www.dizinskiresort.com/,36.049167,51.417222
Tiffindell,https://www.tiffindell.co.za/,-30.65079,27.92634
Thredbo,http://www.thredbo.com.au,-36.494836721086,148.29741976829
Caviahue,http://www.caviahue.com,-37.876479,-71.073303
Cerro Bayo,http://www.cerrobayo.com.ar,-40.749987956993,-71.601333618164
Cerro Catedral,http://www.catedralaltapatagonia.com,-41.16761236312779,-71.46065711975099
Cerro Castor,http://www.cerrocastor.com,-54.72372021933552,-68.01851190626621
Chapelco,https://www.chapelco.com/,-40.215062471906,-71.297836303711
Glacier El Martial,http://www.tierradelfuego.org.ar/glaciarmartial,-54.798959999999965,-68.37017999999995
La Hoya,http://www.skilahoya.com,-42.81943291514957,-71.25367373228075
Las Leñas,http://www.laslenas.com,-35.15,-70.083333
Los Penitentes,http://skipenitentes.com/,-32.840222,-69.841418
Perito Moreno,http://www.cerro-peritomoreno.com/,-41.791073633233246,-71.56410288065673
Valdelen,https://valdelen.com/,-51.57362321712401,-72.35134413465859
Vallecitos,http://www.skivallecitos.com/index2.htm,-32.841231,-68.865051
Wolfgang Wallner,,-54.81277460886459,-68.35189573466778
Chacaltaya,,-16.351358140869785,-68.12927732170408
São Roque (Ski Mountain Park),,-23.506337994175475,-47.11810902692378
Gramado Snowland (Serra Gaúcha),https://www.snowland.com.br/,-29.39402275507862,-50.920519754290595
Chapa Verde,http://chapaverde.cl/web/,-34.05113084135796,-70.4336504069214
El Colorado-Farellones,http://www.elcolorado.cl/,-33.34841433208734,-70.2905097961426
Lagunillas,https://www.skilagunillas.cl/,-33.60504034179358,-70.28662192926026
La Parva,http://www.laparva.cl/,-33.3325361843748,-70.29052734375
Valle Nevado,http://www.vallenevado.com/index.php,-33.352397908117,-70.249328613281
Antillanca,http://vive.antillanca.cl/,-40.77205536500832,-72.19749603271481
Antuco,http://www.skiantuco.cl/sitio/,-37.385533272220265,-71.37740526199337
Cerro Mirador,http://www.clubandino.cl/index.html,-53.15878568804259,-71.00135955810543
Nevados De Chillán,https://www.nevadosdechillan.com/,-36.909847849727875,-71.42314240336418
Pucón-Volcán Villarrica,http://www.skipucon.cl/,-39.39369033483977,-71.95875339210035
Los Arenales,,-38.42772964831042,-71.45322639495136
Cerro El Fraile,http://www.skielfraile.com/,-45.63510293268534,-71.99841175079342
Corralco,http://www.corralco.com/invierno/,-38.398898004209606,-71.5536043792963
Las Araucarias,https://skiaraucarias.cl/el-centro/,-38.68600753581989,-71.8007578700781
Bosque Nevado,http://www.huilohuilo.com/,-39.909106718314,-71.9678131103516
Volcán Osorno-Puerto Varas (La Burbuja),,-41.127515180780904,-72.52987280488016
Mérida,,8.53149856803087,-71.05305254459383
Falls Creek,http://www.skifalls.com.au,-36.868586021062,147.27473090917
Lake Mountain,http://www.lakemountainresort.com.au,-37.5117173082665,145.874297618866
Mount Baw Baw,http://www.mountbawbaw.com.au,-37.8414785861069,146.267123222351
Mount Buffalo,,-36.7617335843798,146.784746646881
Mount Buller,http://www.mtbuller.com.au,-37.158124,146.431388
Mount Hotham,http://www.hotham.com.au,-36.977098621646,147.1462508663
Mount Stirling,http://www.mtstirling.com.au,-37.1132922199397,146.463482379913
Charlotte Pass,http://www.charlottepass.com.au,-36.4340930675567,148.331909179688
Perisher,http://www.perisher.com.au,-36.394916911397,148.40053093487
Selwyn snowfields,http://www.selwynsnow.com.au,-35.9066755055434,148.449540138245
Ben Lomond,https://tasmania.ski/,-41.5342500158121,147.666721343994
Mount Mawson,http://mtmawson.info/,-42.6812365615542,146.586456298828
Yabuli,http://www.yabuliski.cn/,44.781456,128.450208
"Beidahu, Jilin",http://www.beidahuski.com/,43.41675005549908,126.61347912695305
Lake Songhua,http://www.lakesonghua.com/,43.68485356162617,126.6204961776732
Nanshan,http://www.nanshanski.com/,40.33372555468119,116.85609664916979
Wanlong,http://www.wlski.com/,40.968885659402,115.39259757995592
Xiling Snow-capped Mountain,http://www.xiling.cn/,30.69940304077054,103.1912596911192
Jade Dragon Mountain,,27.104541336004367,100.19891457557674
Tsakhkadzor,http://www.winterarmenia.com/,40.53425558745039,44.69543491490186
Bakuriani,http://www.bakuriani.ge,41.7360626487189,43.5531949996948
Gudauri,http://gudauri.travel/,42.4775,44.474444444444
Shemshak,,36.008834557010104,51.49350732564927
Tochal,http://tochal.org/,35.88264978797583,51.40923902392388
Abali,,35.769189876352954,51.987513648346074
Darbandsar,,36.021456645341544,51.46586515009404
Khor,https://khor-ski.com,35.914241479930546,51.160964034497745
Khoshakoo,,37.46247626537096,44.78496730327607
Sahand,,37.75725421338692,46.51392526924611
Kakan,,30.669960422952396,51.72651886940003
Tarik-darreh,,34.723981572207606,48.438593968749046
Alvares,,38.204692839106094,47.873700633645065
Pooladkaf / Sepidan,,30.375025671879012,51.91134637221695
Chelgard,,32.45913189503238,50.12486390769483
Mount Hermon,http://www.skihermon.co.il/,33.30837595245771,35.77335319519045
Shymbulak,,43.1298039786985,77.080078125
Alps Resort,,38.266897503619056,128.3792433575744
Bears Town,http://www.bearstown.com/,37.7976,127.2494
Daemyung Vivaldi Park,https://www.daemyungresort.com/,37.64421304570736,127.68187847137438
Elysian Gangchon,https://www.elysian.co.kr/,37.81816226635677,127.5905626188354
Welli Hilli Park (Hyundai Sungwoo),https://www.wellihillipark.com/global2010/eng/ski/skiground.html,37.48671370273522,128.2481175232544
Jisan Forest,http://www.jisanresort.co.kr/eng/main.asp,37.21762043623552,127.34371155877693
Muju,http://www.mdysresort.com/,35.889367281428505,127.74501694274898
Bokwang Phoenix Park Resort (휘닉스 스노우파크),http://www.phoenixpark.co.kr/,37.583293839274766,128.32419242858896
Suanbo Sajo,,36.84897304832345,127.97611094042662
Yongpyong,https://www.yongpyong.co.kr/,37.64176636139229,128.68000354766855
Faraya Mzaar Kfardebian,,33.992604031878635,35.843062475323684
The Cedars,,34.24968697223149,36.06805186718703
Laqlouq,,34.12954903079399,35.84872612729669
Faqra,,33.981260550131225,35.81003199331463
Qanat Bakich,,33.962001743504345,35.82104723900557
Zaarour,,33.920918463502915,35.81171348690987
Malam Jabba,https://www.samsonsgroupco.com/malamjabba-ski-resort/,34.79883271578423,72.57317972911369
Ski Dubai,http://www.theplaymania.com/skidubai,25.11758927873727,55.19789676647634
Mikasayama Esashi (枝幸町三笠山スキー場),https://www.facebook.com/%E6%9E%9D%E5%B9%B8%E7%94%BA%E4%B8%89%E7%AC%A0%E5%B1%B1%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4-377940465704309/,44.93366975795,142.56393880029
Nakatonbetsucho Eikotobuki (中頓別町営寿スキー場),http://www.shokokai.or.jp/100/01/015131S0008/index.htm,44.99289706613926,142.28538225173952
Saroma Choei (佐呂間町営スキー場),http://www.town.saroma.hokkaido.jp/shisetsu/sports_bunka/ski.html,44.0086239752627,143.75452468872072
Sarufutsu Sonei (猿払村役場 猿払村営スキー場),https://www.vill.sarufutsu.hokkaido.jp,45.336856516548075,142.10726211547853
Tenpoku Utanobori (歌登町),http://www.town.esashi.hokkaido.jp/contents/anschluss/utanobori/kouhou283/koho.283.2.htm,44.78453459309745,142.5174040603638
Toyotomi Onsen (豊富温泉スキー場),http://toyotomi-kanko.net/main/%E8%B1%8A%E5%AF%8C%E6%B8%A9%E6%B3%89%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,45.07410022223006,141.8422169494629
Wakkanai City Komadori (稚内市こまどりスキー場),http://w-shinko.co.jp/komadori-ski/,45.387604475948244,141.68943832397463
Hoshino Resort Tomamu (星野リゾート トマム),http://www.snowtomamu.jp/,43.06695,142.623571
Asahi (あさひスキー場),http://www.city.shibetsu.lg.jp/www/contents/1225169776578/index.html,44.121563,142.598486
Asahidake (旭岳ロープウゥイ),http://www.wakasaresort.com/asahidakeropeway/,43.655097,142.804392
Asahiyama (旭山市民スキー場),,43.76617014868302,142.4853462982178
Bifuka (美深),http://www.town.bifuka.hokkaido.jp/cms/section/kyouiku/qlmcaj0000005my2.html,44.488665,142.35973
Canmore (キャンモア・スキービレッジ),http://www.canmore-ski.jp/,43.73016,142.540967
Daisetsuzan Kurodake (大雪山層雲峡黒岳),http://www.rinyu.co.jp/,43.710825,142.937926
Furano (富良野),http://ski.princehotels.co.jp/furano/,43.329179,142.334837
Hinode (上富良野町日の出),http://www.kamifurano.jp/outdoor/ski/3745,43.463087,142.48177
Inosawa City (伊ノ沢市民スキー場),http://www.asahikawa-dpc.co.jp/4ski/skiindex.html,43.747664990718455,142.33276079177858
Kamui Ski Links (カムイスキーリンクス),http://www.kamui-skilinks.com/,43.699347,142.19768
Kenbuchi Town Bibakarasu (ビバカラス),,44.10486383142373,142.39900062561037
Minami Furano (国設南ふらのスキー場),http://town.minamifurano.hokkaido.jp/all-facility/%E5%9B%BD%E8%A8%AD%E5%8D%97%E3%81%B5%E3%82%89%E3%81%AE%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4/,43.159115,142.551922
Nakafurano Hokusei (中富良野北星スキー場),,43.411167,142.421201
Nayoro Piyashiri (名寄ピヤシリスキー場),http://www.nayoro.co.jp/piyashiri/,44.408833,142.5145
Bihoro Lily Mountain (美幌町リリー山スキー場),http://www.town.bihoro.hokkaido.jp/docs/2010101900176/,43.84248599019736,144.09259031295778
Pippu (比布町ぴっぷスキー場),http://www1.town.pippu.hokkaido.jp/ski/top.html,43.934068,142.4968
Santa Present Park (サンタプレゼントパーク),http://www.santapresentpark.com/,43.759074,142.299861
Shibetsu City Hinata (日向スキー場),http://www.city.shibetsu.lg.jp/www/contents/1225177419765/index.html,44.265734,142.339899
Shirogane Ski Highland Park Hill Valley (白金スキーハイランドパークヒルバレー),http://www.popsnow-net.com/gelande/go0074.html,43.47499,142.633504
Toma (とうま山スキー場),http://town.tohma.hokkaido.jp/sisetu-suki-jyou.htm,43.836718,142.536676
Wassamu Higashiyama (和寒町東山スキー場),http://www.town.wassamu.hokkaido.jp/school-board/sports-promotion/facilities/ski-resort/,44.035764,142.417297
Horonobe Town Higashigaoka (幌延町東ヶ丘スキー場),http://www.town.horonobe.hokkaido.jp/www4/section/edu/le009f0000001go7.html,45.01994725200119,141.85534904479982
Mashike Town Shokanbetsudake (暑寒別岳スキー場),http://www.town.mashike.hokkaido.jp/menu/kanko/ski/syoski.html,43.80706575973197,141.534256439209
Obiracho Boyodai (小平町望洋台スキー場),http://www.town.obira.hokkaido.jp/kanko/detail/00001389.html,44.02465681305361,141.6743964958191
Teshiocho Chomin (天塩町町民スキー場),http://www.teshiotown.hokkaido.jp/?page_id=636,44.90370648596131,141.82925651550295
Abashiri Lake View (網走レークビュースキー場),http://www.city.abashiri.hokkaido.jp/040shisetsu/050sports/370lakeview.html,43.988572,144.225878
Engaru Rock Valley (えんがるロックバレースキー),http://www.rockvalley.jp/,44.020166,143.495802
Kamiyūbetsu Town Gokazan (五鹿山（ごかざん）スキー場),http://www.town.yubetsu.lg.jp/50shisetsu/5outsports/ski-gokayama.html,44.181582,143.609913
Kitami Wakamatsu Shimin (北見若松市民スキー場),http://kousya.sakura.ne.jp/ski.html,43.753926,143.923025
Kiyosato Choei Midori (清里町営緑スキー場),http://www.town.kiyosato.hokkaido.jp/soshiki_shigoto/kyouikuiinkai/sports/shisetsu/suki-.html,43.719306,144.502425
Monbetsu City Oyama (紋別市営大山スキー場),http://mombetsu.jp/sisetu/sports/monbetu_2.html,44.347824,143.33296
Oketocho Minamigaoka (置戸町南ヶ丘スキー場),http://www.n43.net/ski/oketo/,43.675915091329,143.60028694152834
Okoppe Town (興部町営スキー場),http://www.town.okoppe.lg.jp/kanko/knk_rej_ski.html,44.457527,143.112697
Rubeshibe-cho Happodai (北見市留辺蘂町八方台スキー場),http://www.city.kitami.lg.jp/docs/6406/,43.769801,143.612842
Takinouecho Sakuragaoka (桜ヶ丘スキー場),https://town.takinoue.hokkaido.jp/shokai/shisetsu/sports_bunka/sakuragaokaski.html,44.190208,143.105337
Shibetsu Choei Kanayama (標津町営金山スキー場),http://www.nemuro.pref.hokkaido.lg.jp/ss/srk/kanko/nmrgsdb/8outdoor/8o-kanayamaski.htm,43.74130930329046,144.92504070281984
Rausu Town (羅臼町民スキー場),,44.03149144012961,145.17776916503908
Kokusetsu Akankohan (国設阿寒湖畔),http://akan-ski.com/,43.422679,144.084386
Akan Royal Valley (阿寒ロイヤルバレイ),http://akan-royal-ski.sakura.ne.jp/,43.106522,144.136238
Birao (ビラオスキー場),,43.504304,144.421894
Chūrui Village Shiroganedai (忠類村白銀台スキー場),http://www.town.makubetsu.lg.jp/kanko_sangyo/kanko/skiingground/hakuginndai.html,42.56236215444152,143.31198165893557
Memuro (メムロスキー場),http://www.shin-arashiyama.jp/ski/,42.83031782109036,142.98582504272463
Nissho Pass (日勝峠),,42.97643042955977,142.7896160888672
Nukabira Gensenkyo (ぬかびら源泉郷スキー場),http://ski.nukabirakan.com/,43.36353845312891,143.1869263458252
Sahoro Resort (サホロリゾート),http://www.sahoro.co.jp/,43.16691072327992,142.81167457580568
Shintokuyama (新得山スキー場),http://www.shintoku-town.jp/kyouiku/sports_shisetsu/shintokuyama/,43.09199308660949,142.83158729553224
Kokusetsu Ashibetsu (国設芦別),http://www.city.ashibetsu.hokkaido.jp/syokokanko/kankou/kankou/ski_open_3.html,43.52815945609415,142.19547460556032
Bibai Kokusetsu (美唄国設スキー場),http://www.city.bibai.hokkaido.jp/jyumin/docs/2015091500078/,43.32296494632374,141.94673727035524
Kokusetsu Horotachi (国設ほろたち),http://www.dankejapan.co.jp/horotachi.html,44.013562366090646,142.13721702575685
Iwamizawa Haginoyama City Ski Gelände (岩見沢萩の山市民スキー場),http://www.haginoyama.com/,43.16394489096969,141.8118114280701
Kamoidake Kokusai (かもい岳国際スキー場),http://kamoidake.jp/,43.51921318182433,142.00692604064943
Kuriyama Town (栗山町スキー場),http://www.town.kuriyama.hokkaido.jp/shisetsu/ksj.html,43.0667911361966,141.78505371093752
Mitsui Greenland White Park (北海道グリーンランドホワイトパーク),http://www.h-greenland.com/,43.16827229727268,141.78398082733156
Mount Akabira (赤平山),,43.540806445903335,142.05919692993166
Mount Racey (Yubari) (マウントレースイ),http://www.yubari-resort.com/,43.05083081163383,141.9696755218506
Naganuma (北長沼スキー場),http://www.maoi-net.jp/kanko01/sisetsu_suki.htm,43.0386931678911,141.74396226882936
Numata Choei Takaho (町営高穂スキー場),http://www.town.numata.hokkaido.jp/section/kyouiku/ujj7s30000001mvv.html,43.820706894370765,141.96398923873903
Shintotsukawacho Sotchidake (そっち岳スキー場),http://www.town.shintotsukawa.lg.jp/hotnews/detail/00000343.html,43.53770327884324,141.79860423088076
Hidaka Kokusai (日高国際),http://www.town.hidaka.hokkaido.jp/site/ski/,42.865622,142.453927
Atsuta Village (厚田村スキー場),http://snoway.jp/gelande/10271/,43.40551906401058,141.43495033264162
