name,officialWebsite,latitude,longitude
Foothills cross country ski trails,http://www.reginaskiclub.ca/citytrails.html,50.4264628012766,-104.585219621658
Science Centre cross country ski trails,http://www.reginaskiclub.ca/citytrails.html,50.43223802295,-104.595251083374
Kinsmen Park cross country ski trails,http://www.reginaskiclub.ca/citytrails.html,50.4241661860352,-104.632598161697
Duck Mountain Provincial Park Cross Country Ski Trails,http://www.tpcs.gov.sk.ca/DuckMountain,51.6358659872576,-101.629285812378
Moose Mountain Provincial Park Cross Country ski Trails,http://www.tpcs.gov.sk.ca/MooseMountain,49.8150593867426,-102.359104156494
Greenwater Lake provincial Park Cross Country Ski Trails,http://www.tpcs.gov.sk.ca/GreenwaterLake,52.4937296075412,-103.494987487793
Echo Valley Provincial Park Cross Country Ski Trails,http://www.tpcs.gov.sk.ca/EchoValley,50.7946920057497,-103.898134231567
Good Spirit Lake Provincial Park Cross Country Ski Trails,http://www.tpcs.gov.sk.ca/goodspiritlake,51.5042549065933,-102.665176391602
Prince Albert National Park Cross Country,http://www.pc.gc.ca/eng/pn-np/sk/princealbert/index/aspx,53.7965953258903,-106.083297729492
Hillside Cross Country Ski Trails,http://www.anchoragenordicski.com,61.140687587672,-149.780731201172
Campbell Airstrip Cross Country Ski Trails,http://www.anchoragenordicski.com,61.1547903609129,-149.79043006897
Russian Jack Trail System,,61.2062606138163,-149.788477420807
Bartlett High School Cross Country Ski Trails,http://www.anchoragenordicski.com,61.2337817062097,-149.730434417725
Eagle River High School Cross Country Ski Trails,http://www.anchoragenordicski.com,61.2968116867282,-149.574565887451
Beach Lake Nordic Ski Trails,http://www.anchoragenordicski.com,61.3756733157275,-149.539890289307
Edmonds Lake Cross Country Ski Trails,http://www.anchoragenordicski.com,61.4293689590123,-149.413375854492
Mirror Lake Coyote Ski Trails,http://www.anchoragenordicski.com,61.4280964506741,-149.423503875732
Sheep Mountain Cross Country Ski Trails,http://www.anchoragenordicski.com,61.8124543853689,-147.498707771301
Pheonix Cross Country Ski Club,http://pheonixccc.tripod.com/index.html,49.10667129081,-118.598465442657
Geneva Basin,,39.569043437277074,-105.72611331939697
Kiandra,,-35.873431232892,148.495104866089
Awakino Skifield (Waitaki Ski Club),http://www.skiawakino.com/,-44.7801559018285,170.31951751709
Mt. Robert,http://www.theprow.org.nz/skiing-at-mt-robert/,-41.8476461881791,172.798416995399
Victoria Park,,53.5324581928717,-113.515559434891
William Hawrelak Park,,53.5332935545195,-113.540782928467
Snow Valley,,53.4852111427285,-113.55610370636
Terwillegar Park,,53.4799248762463,-113.607902526855
Gaustablikk Skisenter,,59.8809941545622,8.73567190170297
Kinsmen Park,,53.5273245018806,-113.505313396454
Gaustablikk,http://www.gaustablikk.no/no/sider/skisenter.html,59.881101828492,8.7356075286866
Rigi,http://www.rigi.ch/,47.053081757585,8.47403850555429
"Goldbar Park (including goldstick park, riverside golf course and capilano park)",,53.5571103674879,-113.406114578247
Skeetawk (Hatcher Pass),https://www.skihatcherpass.org/,61.74386987295756,-149.2336583015503
Bear Paw Ski Bowl,http://skibearpaw.com/,48.1641962396661,-109.670162200928
Camp 10,http://www.camp10skiandsnowboard.com/,45.5501511177722,-89.5040273666382
Brandywine,http://www.bmbw.com/,41.285901149059,-81.5553760528565
Buckhorn Ski Club,http://www.orgsites.com/ca/buckhorn/,34.34457,-117.91437
Easton Ski Area,http://www.eaglebrook.org,42.5399118201733,-72.5955533981323
Little Ski Hill,http://www.littleskihill.org/,44.93,-116.163056
McIntyre Ski Area,http://mcintyreskiarea.com/,43.005833333333,-71.440277777778
Navarino Hills,http://www.skinavarino.com/,44.61032899279528,-88.58517765998846
Northeast Slopes,http://www.northeastslopes.org/,44.0725404628653,-72.2508358955383
Airport Nordic Ski Club Cross Country Ski Trails,http://www.airportnordic.ca,48.9624127803499,-54.666166305542
Ski Gull,http://skigull.com/,46.4472164897782,-94.3776440620422
Aurora Nordic Ski Club Cross Country Ski Trails,,51.3996875915223,-55.5905628204346
Butterpot Cross Country Ski Trails,,47.3825367601819,-53.0448782444
Blow Me Down Cross Country Ski Trails,http://blowmedown.ca/,48.92218670162866,-57.99173230466306
Wirzweli,http://www.wirzweli.ch/,46.9136926763442,8.36584892272958
Birch Brook Cross Country Ski Trails,http://www.birchbrook.ca,53.4153256599877,-60.4098272323608
Pasadena Ski and Nature Park,http://www.pasadenaskipark.org/,49.003258,-57.59400300000004
Whaleback Nordic Ski Club,http://whalebacknordic.com/,48.57686414308087,-58.543965373569165
Campton Mountain,,43.8680511875223,-71.609423160553
Солнечная Долина (Solnechnaya Dolina),http://www.dolina.su,55.045854754358,59.973781967163
Blackhawk Ski Club,http://www.blackhawkskiclub.org/,43.08437325276192,-89.56773519515991
Hida Highland (飛騨ハイランドスキー場),http://old-skier.seesaa.net/article/185398028.html,36.2895829,137.20409760000007
Amden,https://www.amden-weesen.ch/Erlebnisse-Aktivitaeten/Im-Winter/Skifahren-Snowboarden,47.149334,9.141827
Oetz - Hochötz,http://www.hochoetz.com,47.212335299029,10.931617879867
Nara (Leontica),http://www.nara.ch,46.460391819248,8.8975056648255
Liepkalnio žiemos trasa,http://ziemostrasa.com/,54.655944558465734,25.306721180677414
West Bragg Creek Cross Country Ski and Snowshoe Trails,http://www.xcbraggcreek.ca/,50.947986037240646,-114.692714586854
"Гранд Отель Поляна | Gazprom Mountain Resort (Laura) (Krasnaya Polyana, Sochi)",http://www.grandhotelpolyana.ru/,43.69397692867879,40.315035247802825
Lake City Ski Hill,http://www.townoflakecity.co/lake-city-ski-hill.html,38.01107557257562,-107.31189966201782
Morice Mountain Nordic Ski Trails,http://www.xcskimoricemtn.com/,54.3346242,-126.65065879999997
Kettlebowl,https://kettlebowl.org/,45.27180597452526,-88.90007972717285
Kunimidake (国見岳スキー場),http://www.kunimidake.net/,35.474253192332,136.41479424344
Indian Lake,http://www.adirondackexperience.com/indian-lake/winter,43.77409973054262,-74.26547527313232
Wolfratshausen - Icking,http://www.wsvi.de/loipe.htm,47.94906182135125,11.433641838623089
Shahdag,http://www.shahdag.az/,41.321547819571244,48.14864717423916
Rotarun Ski Area,http://rotarunskiarea.org/,43.49732811527026,-114.36535835266113
Rochers-de-Naye,http://www.goldenpass.ch,46.431974858013,6.9784816741944
Royal Gorge Cross Country Ski Resort,http://www.royalgorge.com/,39.31346550531842,-120.3891921043396
Powderhouse Hill,http://www.powderhousehill.com/,43.236944444444,-70.802222222222
Ogaya (大茅スキー場),http://nishiawakura-kanko.com/leisure/leisure02.html,35.223644,134.368052
Yokotsudake (横津岳),,41.91673281284097,140.76671550750734
Taisei (大成スキー場),https://www.facebook.com/%E5%A4%A7%E6%88%90%E3%82%B9%E3%82%AD%E3%83%BC%E5%8D%94%E4%BC%9A-396734913821583/,42.221267691990555,139.85231826782228
Shimokawacho (下川町スキー場),http://www.shimokawa-time.net/timesingle/skipark/,44.29450140450402,142.63951967239382
Old 100 mile house Ski hill,,51.642022763778,-121.27850723267
Allison-Chinook Cross Country Ski Trails (Crowsnest Pass),http://www.allisonwonderlands.ca/index.php,49.661578855175144,-114.59145348519087
Кукисвумчорр (Kirovsk),http://www.25chorr.ru/,67.66421642692532,33.71217621398938
God Angle (角神スキー場),http://old-skier.seesaa.net/article/185395572.html,37.711611596712366,139.47100895581968
"Schneewinkel Tirol (St. Johann in Tirol, Fieberbrunn, Weißach-Hochkogel, Reit im Winkl - Winklmoos, Kirchdorf, Erpfendorf, Waidring - Steinplatte, Pillersee)",http://www.schneewinkel-tirol.com/,47.51966782984456,12.431219482421966
"Obersaxen Mundaun (Surcuolm, Val Lumnezia)",https://www.obersaxen-mundaun.ch,46.72980130637046,9.135475158691408
Yamatakahara Yamamoto Ojiya (小千谷山本山高原スキー場),http://old-skier.seesaa.net/article/145713802.html,37.279857237832914,138.8006525792847
Mount Blackstrap,,51.77864775411739,-106.44344329833984
Beartown Ski Area,http://www.skibeartown.com/,44.76407351530074,-73.58370065689087
Tarvisio,http://www.promotur.org/,46.50510148946846,13.57045021057138
Малахово (Malahovo),http://www.malakhovo.ru/,54.35488374743452,37.50322189331064
Ashikuraji (芦峅寺スキー場),http://old-skier.seesaa.net/article/122746294.html,36.58491428775252,137.40076192083734
Kagura (かぐらスキー場),http://www.princehotels.co.jp/ski/kagura/,36.86222019379743,138.72351091503901
Rotary-Pembina Nordic Community Trails North Trail System,http://www.pembinanordic.org/Pembina_Nordic_Ski_Club/Pembina_Nordic_Ski_Club.html,53.250093909876526,-114.90374542772771
Manitoba Mountain,http://www.skimanitobamountain.com,60.682677992955,-149.44890975952
Sarukedake Kamo (加茂猿毛岳スキー場),http://old-skier.seesaa.net/article/171934149.html,37.64704503331294,139.10231365332038
Two Home (二居スキー場),http://old-skier.seesaa.net/article/136073804.html,36.84755707632019,138.78219632861942
Fox Hill Ski Area,http://www.foxhill.org/,43.37501777777778,-88.25206444444444
Shin Hotaka (新穂高ロープウェイスキー場),http://old-skier.seesaa.net/article/305063186.html,36.276717009360354,137.586169128125
Tottori Azou Forest Park (鳥取市役所 安蔵公園スキー場),http://www.azou-tottori.com/play2#ski,35.4058983988342,134.0643744836883
Kelowna Nordic Ski Trails,http://www.kelownanordic.com,49.7792471,-119.17054259999998
Makomanai (真駒内スキー場),http://ja.wikipedia.org/wiki/%E7%9C%9F%E9%A7%92%E5%86%85%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,42.921615,141.327569
Château-d'Oex,http://www.chateau-doex.ch/,46.4739968246828,7.134176127115893
Mount Molson Ski Hill,http://www.mount-molson.ca/,45.895996913373,-77.252361774445
Liberty Mountain Snowflex Centre,http://www.liberty.edu/snowflex/,37.35282925989634,-79.16687965393066
Lee's Ski Hill,http://www.ci.ouray.co.us/staticpages/index.php?page=Lee,38.019291584767544,-107.66910552978516
Ski Cherokee,,38.898214063268,-78.10277223587
Candy Mountain Ski Area,http://matt.wandel.ca/candy_mountain/,48.31722267409401,-89.52836036682129
Arai ship Okayama (あらい船岡山スキー場),http://old-skier.seesaa.net/article/118610135.html,37.010924688074354,138.2506189296082
Moléson Gruyères,http://www.moleson.ch/,46.548777777778,7.0171388888889
Kanjoji (閑乗寺スキー場),http://old-skier.seesaa.net/article/384926204.html,36.56062893745036,136.98618820799254
Kewaunee County Winter Park,https://www.visitkewauneecounty.com/explore/parks-and-trails/winter-park-recreation/,44.46031163977286,-87.5590181350708
Maple Ski Ridge,http://winter.mapleskiridge.com/,42.8176762491338,-74.03165102005005
Brixen Plose,http://www.plose.org,46.695555555556,11.733333333333
Corner Mantera (角万寺スキー場),http://old-skier.seesaa.net/article/144922988.html,37.16631348835609,138.7281237624909
Ski Valley,,42.000054064438025,-71.41122937202454
Axalp,http://www.axalpsportbahnen.ch/,46.718596321816,8.0367740631104
Quoggy Jo,http://www.skiquoggyjo.org/,46.72235857486328,-67.92911052703857
Deštné v Orlických horách,http://www.skicentrumdestne.cz,50.29970617916409,16.360024251043797
Whitetail Ridge,,44.02177520872065,-90.72158361715492
Echo Valley Ski Area,http://www.echovalley.org/,47.93615561166713,-120.05470991134644
Biei (美瑛),https://www.town.biei.hokkaido.jp/modules/shougai/index.php?content_id=30,43.59000023365849,142.44527945995333
Fairview Ski Hill,http://www.skifairview.com/,55.995500972706694,-118.60513687133789
Minschuns (Val Müstair),http://minschuns.ch/,46.64537420000001,10.33777740000005
Johira (城平スキー場),http://old-skier.seesaa.net/article/177848510.html,36.93098492896243,138.81326490478511
Mt Aggie,http://hlknweb.tamu.edu/mt-aggie,30.6014748,-96.34975559999998
Ausblick,http://www.ausblick.org/,43.13462705436552,-88.26458930969238
Buffalo Ski Club,https://www.buffaloskicenter.com/,42.68197795021905,-78.6910343170166
Zieleniec,,50.33537099999999,16.389513999999963
Kakenoue House cross-country (欠ノ上クロスカントリーハウス),,37.087717121298226,138.86415762261356
Otani Onsen (大谷温泉スキー場),http://old-skier.seesaa.net/article/165514516.html,36.79611844245571,137.44386874047245
Oglebay Ski and Snowboard Area,http://ski.oglebay-resort.com/index.cfm,40.10893162679445,-80.65222263336182
Rotary-Pembina Nordic Community Trails South Trail System,,53.22118540744941,-114.94012556970121
Baker Mountain,https://www.facebook.com/Baker-Mt-Ski-Tow-Club-211892185489436/,45.084611806966805,-69.90549087524414
Raven Mountain Ski Club,,48.123762581871,-79.532475471497
Gotemba City (御殿場市営スキー場),http://old-skier.seesaa.net/article/365915905.html,35.3353282620091,138.79307274813232
Five Horses (五頭高原スキー場),http://old-skier.seesaa.net/article/156894014.html,37.79612936258746,139.3124083931824
Lonesome Pine Trails,http://www.lonesomepines.org/,47.239880168154215,-68.59326839447021
Mominoki Forest Park (県立もみのき森林公園),http://www.mominoki.or.jp/,34.477102,132.176986
Tsuchidaru (土樽スキー場),http://ja.wikipedia.org/wiki/%E5%9C%9F%E6%A8%BD%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,36.871958,138.862757
Heiliger Huegel Ski Club,http://www.hhskiclub.com/,43.252056256513455,-88.31077694892883
Rosset Plateau (ロッセスポーツランド),http://old-skier.seesaa.net/article/150679585.html,36.23985005754565,137.35291270151367
Dynamite Hill,http://www.nelsap.org/ny/dynamite.html,43.659081915892,-73.796936273575
Les Pléiades,http://www.lespleiades.ch/,46.489975826464,6.9137653350831
Tuckerman Ravine,http://www.mountwashingtonavalanchecenter.org/,44.262228090584,-71.297793388367
Cardada (Locarno),http://www.cardada.ch,46.193708977411,8.7848743438722
Hirayama (船平山スキー場),http://www.oidemase.or.jp/tourism-information/spots/10127,34.42619097217551,131.7378994860229
"Горная Карусель (Gornaya Karusel, Krasnaya Polyana, Sochi 2014)",http://gornaya-karusel.ru/,43.66865151097676,40.2587303161622
Otoineppu Otoifuji (音威富士スキー場),http://www.vill.otoineppu.hokkaido.jp/kakuka/sangyoushinkou/syoukougyou/skizyou.html,44.72210431260949,142.27209995269777
Северный Склон,http://sevsklon.spb.ru/,60.15517865140232,30.548562325103887
Hosho (宝生スキー場),http://old-skier.seesaa.net/article/132370622.html,36.88279562736961,137.85846592747805
Nutt Hill,http://www.ciplywi.com/citizen-info/parks-and-recreation/nutt-hill-ski-area/,43.7505713,-87.99060170000001
Pinnacle Ski Club,http://pinnacleskiclub.wordpress.com/,44.795754068634935,-69.3877387046814
Mount Prospect Ski Club,http://www.skiprospect.com/,44.456972850635,-71.575949192047
Passo Brocon,http://www.brocon.it/,46.11558362374031,11.660889053344818
Sainte-Croix/Les Rasses,http://www.ski-vaud.ch,46.831458497657,6.5295013427735
Kamihiruzen (上蒜山スキー場),http://cms.top-page.jp/p/maniwa/3/1/98/,35.314218,133.641645
Olešnice v Orlických horách,http://www.skiolesnice.cz/areal/,50.36235736999966,16.306499596685175
Leavenworth Ski Hill,http://www.skileavenworth.com/,47.61409712026912,-120.66841059790943
Gwynne Valley,http://www.gwynnevalley.ca/,52.98585711100677,-113.21842432022095
Airolo,http://airolo.ch/,46.52392241962823,8.60234320163727
Grächen,http://www.graechen.ch,46.19563623030325,7.865867614746095
Shirasaka Ski Plateau (白板高原スキー場),http://old-skier.seesaa.net/article/146956566.html,36.91419473593912,138.8067328216125
Ski Butler,,38.673620681694,-85.158702468872
Mount Fairweather,http://www.atikokan.ca/content/sking,48.807372210804886,-91.59173011779785
Saint-George,http://www.stgeorge.ch,46.515763734482,6.2566455841065
Cazenovia Ski Club,http://www.skicaz.com/cazskiclub/,42.97714866064059,-75.85269927978516
Mount Martin Ski Club,http://www.mountmartin.ca/,46.11549070502207,-77.50837326049805
Echigo Hillside (国営越後丘陵公園),http://echigo-park.jp/guide/play/ski/,37.428068797063574,138.75055488707278
Birchwood Trail System,http://www.ptarmigannordic.org/Home/Page.php,56.73967166955826,-111.4372628554702
Evergreen Valley,http://www.nelsap.org/me/evergreen.html,44.25110134698,-70.93391418457
Mount Evergreen,http://www.skikenora.com/,49.79298429013768,-94.41367149353027
Kyukamura Myoko (休暇村妙高 ルンルンスキー場),http://www.qkamura.or.jp/myoukou/,36.912054,138.169127
Chapman Hill Ski Area,http://www.durangogov.org/index.aspx?NID=544,37.28325561635141,-107.86816835403442
Hara Takao (高尾原スキー場),http://jonchama.moto-nari.com/kouo.html,35.01067949390111,133.17805660797114
Ski the Three Kingdoms (三国スキー場),http://old-skier.seesaa.net/article/161623424.html,36.761246096092414,138.7811268031494
Hidden Valley Ski Area,http://www.skihiddenvalley.us/,44.270371787614046,-87.76020358140693
Shiraki (白木ヶ峰スキー場),http://old-skier.seesaa.net/article/181838460.html,36.41283369554385,137.18882754763797
Heinzenberg (Thusis),http://www.heinzenberg-wintersport.ch,46.688224282628,9.3741020202638
Challenge Mountain,http://cmski.org/,45.23661,-84.881683
Bosco/Gurin,http://www.bosco-gurin.ch,46.316498918059,8.4909042358399
Mount Chinguacousy,http://www.brampton.ca/en/residents/Community-Centres/DMG-Chinguacousy-Park/Mount-Chinguacousy/Pages/Welcome.aspx,43.72780122546386,-79.7238564491272
Piancavallo,http://www.piancavallodolomitifriulane.it/,46.107312734856,12.519024276734
Genting Secret Garden Resort,http://www.secretgardenresorts.com/,40.9472356206407,115.42964325805667
Nozawa Onsen Hokuryuko (いいやま北竜温泉ファミリースキー場),https://www.hokuryuonsen-ski.com/,36.9114227,138.42441380000002
Kikonai Forest (ふるさとの森スキー場),http://www.town.kikonai.hokkaido.jp/shisetujouhou/sportsshisetu/sukijou.htm,41.68184272883546,140.42987297058107
Kamikawa Choei Nakayama (上川町営中山スキー場),http://snow.gnavi.co.jp/guide/htm/r0629s.htm,43.851121127830645,142.77952025413515
Thunder Hill Ski Area,http://www.skithunderhill.ca/,52.017219080548884,-101.6079568862915
"Коласпортланд (Mount Aykuayvenchorr, Kolasportland, Kirovsk)",http://ski-kolasport.narod.ru/,67.61061210864354,33.69904011865242
Myoko Tsubo (妙高坪岳スキー場),http://old-skier.seesaa.net/article/118578106.html,36.91879706261901,138.18007536304322
Powers Bluff,http://www.co.wood.wi.us/departments/parks/PowersBluff.aspx,44.529770236931334,-90.0717544555664
Enchanted Mountain,http://www.nelsap.org/me/enchanted.html,45.46708355279319,-70.11212825775146
Mount Greylock Ski Club,http://www.mtgreylockskiclub.com/,42.6343375931714,-73.21460723876953
Prato,http://www.scrf.ch,46.481214607593,8.7580307960511
Shingo Daiichi (神郷第一スキー場),http://www.geocities.jp/ybbbn751/index.htm,35.075583,133.312699
Oberwiesenthal,http://www.fichtelberg-ski.de/indexall.php,50.42025275418465,12.9686912536622
Birchwood,,42.88926584207516,-71.37126445770264
Saint Jean d'Arves - Les Chambons (Les Sybelles),,,
Sisorarfiit-Skiliften,http://www.skilift.gl/cms/,64.18938351901025,-51.66842613220217
Mt Donna Buang,http://www.australianmountains.com/donnabuang/,-37.707433669744894,145.68263978143307
Baie des Sables,http://www.baiedessables.com/hiver,45.58878593482387,-70.93005180358887
Meany Lodge,https://www.mountaineers.org/locations-lodges/meany-lodge https://meanylodge.github.io/,47.27860302878881,-121.31957530975342
Schroon Lake Ski Center,http://www.nelsap.org/ny/schroonlakeskicenter.html,43.83184122951951,-73.77838611602783
Little Smoky Ski Area,http://www.littlesmokyski.ca/,55.46423408974341,-117.19583988189697
Virgin Plateau (乙女高原スキー場),http://ja.wikipedia.org/wiki/%E4%B9%99%E5%A5%B3%E9%AB%98%E5%8E%9F,35.80015236598712,138.63321971534424
Biel-Kinzig,http://www.biel-kinzigag.ch,46.89538045066756,8.70893955230713
Cuchara Mountain Resort,http://cucharamountainresort.com/,37.349008391877,-105.12542724609
Grüsch-Danusa,http://www.gruesch-danusa.ch/,46.96242207893,9.6337398529054
Big Creek Ski Area,http://www.bigcreekski.org/,41.647085751830076,-81.18387937545776
Wapiti Nordic Ski Trails,http://www.wapitinordic.com/,55.08336801285157,-118.81802313029768
Valley Ski Hill,http://www.valleyskihill.ca/,52.413937957777044,-111.82365417480469
Sado Municipal (佐渡市営平スキー場),http://www.sadoski.net/,38.0776589,138.35098059999996
Cranor Hill Ski Area,https://www.facebook.com/Gunnison-Parks-Recreation-168602499819692/,38.58662301676083,-106.89572811126709
Dolphin Valley (ドルフィンバレイ),http://ja.wikipedia.org/wiki/%E3%83%89%E3%83%AB%E3%83%95%E3%82%A3%E3%83%B3%E3%83%90%E3%83%AC%E3%82%A4,35.046022,133.047139
Muikamachi Sakado (六日町坂戸スキー場),http://old-skier.seesaa.net/article/133590586.html,37.06459442148928,138.8901017937012
Bull Mountain Ski Area,http://www.bullmountain.ca,52.24167578556539,-122.13326364755632
Lily of the Valley (鈴蘭高原スキー場),http://old-skier.seesaa.net/article/148720340.html,36.0087022,137.34602900000004
Otsego Club,http://otsegoclub.com/,45.03207623934739,-84.65094566345215
Plumas Eureka Ski Bowl,http://www.plumasskiclub.org/,39.76630876289716,-120.70009231567383
Cari,http://www.cari.ch/,46.495293921943,8.8168033599854
Tsuguro Plateau (津黒高原スキー場),http://www.tsuguro.jp/ski/,35.256487,133.796999
Красное озеро (Krasnoye Ozero),http://www.krasnoeozero.ru/,60.535081836968835,29.738648490967023
Yakumo City (八雲町営スキー場),http://www.town.yakumo.lg.jp/modules/ski/,42.21271002898439,140.23615310668947
We Ski Tatter,http://www.town.horokanai.hokkaido.jp/amuse/ski/index1.htm,,
Yamanobo (山之坊スキー場),http://old-skier.seesaa.net/article/197545962.html,36.897829373740905,137.84603273427126
Silvretta-Bielerhöhe,http://www.silvretta-bielerhoehe.at,46.91667000000007,10.100000000000023
Marbach,http://www.marbach-lu.ch,46.848543530376,7.8961404800416
Triangle Sports Area,http://greenbaywi.gov/parks/recreation/winter-activities-2/321-2/,44.51097755881501,-87.95000971031186
Koguriyama (小栗山スキー場),http://old-skier.seesaa.net/article/146179558.html,37.06238173609665,138.86035527764898
Ochapowace Ski Area,http://ochapowace.com/departments/economic-development/ochapowace-ski-resort,50.52570531891051,-102.49377250671387
Bauneg Beg Ski Trails,http://www.nelsap.org/me/bb2.html,43.38881575832837,-70.78059585393675
Suhara (須原スキー場),http://www.suhara-ski.com/,37.327242,139.009089
Hinton Nordic Centre,http://www.hintonnordic.ca/home/location,53.41867000000008,-117.75050999999996
Bosques de Monterreal,http://www.monterreal.com/,25.232182,-100.435001
Akadani (赤谷スキー場),http://old-skier.seesaa.net/article/264493004.html,37.827101068969796,139.41534084633793
Sahalie Ski Club,http://www.sahalie.org/chair2/Home.aspx,47.4309614379526,-121.41643524169922
Val Bialas Ski Center,http://utica.skibigval.com/,43.08451429682756,-75.2499532699585
Rumoi Kamuiiwa (神居岩総合公園),http://www.n43.net/ski/rumoikamuiiwa/index.htm,43.94188455303578,141.68360183715822
Kodaira (古平家族旅行村スキー場),,43.25769402100324,140.65820405960085
Hochalmlifte Christlum,http://www.christlum.at/,47.510740514836456,11.696680450439544
Kaiserau,http://www.kaiserau.at/,47.526678034327745,14.48446294292808
Ovronnaz,http://www.ovronnaz.ch/,46.204812673904726,7.161026205712915
Arolla,http://www.arolla.com/,46.0233638,7.4642809
Nax - Mont-Noble,http://www.mont-noble-tourisme.ch/,46.22533134084433,7.462201691259793
Evolène,http://www.evolene-region.ch/,46.12099770606472,7.4811920166016534
"Diemtigtal (Wiriehorn, Grimmialp, Springenboden)",http://www.diemtigtal.ch/,46.607620357834975,7.533548736572357
Kandersteg,http://www.kandersteg.ch,46.50099543241785,7.703961456835941
Niederhorn Beatenberg,http://www.niederhorn.ch/,46.6990461,7.7704401
"Gantrisch (Rueschegg-Eywald, Wasserscheide, Gurnigelbad, Ottenleuebad, Schwefelberg, Selital, Riffenmatt)",http://www.gantrisch.ch,46.748363162698254,7.421797180175872
Melchsee-Frutt,http://www.melchsee-frutt.ch,46.77493941207796,8.281134033203216
Stoos,http://www.morschach-stoos.ch,46.98061513922501,8.662751242518427
Wolzenalp (Krummenau),http://www.wolzen.ch/,47.22471764120549,9.196062148437477
Tsukigata Crescent Municipal (月形町営スキー場),,43.34952805353203,141.65918300628664
San Bernardino - Pian Cales,http://www.sanbernardino.ch,46.4616768956145,9.194096848368646
Splügen,http://www.tambo.ch,46.54248399111053,9.322088623046966
Chur - Brambrüesch,http://www.churtourismus.ch/bergbahnen/winter/brambrueeschbahn.html,46.8382109639685,9.525593185424896
Wakkanai Park (稚内市公園スキー場),http://ja.wikipedia.org/wiki/%E7%A8%9A%E5%86%85%E5%B8%82%E5%85%AC%E5%9C%92%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,45.41651616849575,141.66813085556032
Akeno Ski Hill (明野ヶ丘スキー場),http://www.town.makubetsu.lg.jp/kanko_sangyo/kanko/skiingground/akeno.html,42.89441045776908,143.37047527313234
Utoro Ski Field (ウトロ東 スキー場),,44.06610759128957,145.00443408966066
Sharicho Unabetsu (斜里町ウナベツスキー場),http://www.unabetsu.jp/,43.92630844078071,144.80854700088503
Northern Arc (ノーザンアークリゾート),http://northernarcresort.co.jp/,43.870027403313955,143.92541358947756
Hokkaido University / Kitataisetsu (北大雪スキー場),http://www.gl-net.ne.jp/kitataisetsu/,43.8455811653358,143.08418701171877
Tsubetsu (津別スキー場),http://snow-reports.net/jp-2007-8-kitami-1.html,43.598353277238736,144.18048093795778
Rouge Gazon,http://rouge-gazon.fr/,47.853374955998795,6.916340255737396
Atzmännig,http://www.atzmaennig.ch,47.28613237333799,8.996961975097747
Solang Valley,http://skihimalayas.net,32.313910010136595,77.15512298047544
Kamisunagawadake Kokusai (上砂川岳国際),,43.462610892555816,142.02117393493654
Katsurazawa Kokusetsu (桂沢国設スキー場),http://www.city.mikasa.hokkaido.jp/sightseeing/category/122.html,43.24947357425254,141.97935293197634
Ebenalp,http://www.ebenalp.ch,47.2866588,9.428590900000017
La Fouly,http://www.lafouly.ch/,45.932740382053076,7.100704574585052
Ojiro (おじろスキー場),http://www.ojiro.or.jp/,35.46364475219387,134.51603835279548
Alpine Rose (アルペンローズスキー場),http://haikyo.crap.jp/s/1674.html,35.51070461762633,134.64968329401245
Meiiro (名色スキー場),http://ja.wikipedia.org/wiki/%E5%90%8D%E8%89%B2%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,35.48724880477421,134.6692014866943
Mount Hiei Artificial Skiing (比叡山人工スキー場),http://ja.wikipedia.org/wiki/%E6%AF%94%E5%8F%A1%E5%B1%B1%E4%BA%BA%E5%B7%A5%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,35.065863,135.82723
Yakuno Months (夜久野ヶ原スキー場),http://ja.wikipedia.org/wiki/%E5%A4%9C%E4%B9%85%E9%87%8E%E3%83%B6%E5%8E%9F%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,35.341248877121885,134.93150818650815
Genzesuki (ゲンゼスキー場),http://ja.wikipedia.org/wiki/%E3%82%B2%E3%83%B3%E3%82%BC%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,35.39070268261107,134.94210227150882
Ski Club of Ireland,http://www.skiclub.ie/,53.22025071528863,-6.184083557128929
Kutsuki Snow Park (朽木スキー場),http://kutsuki-snowpark.com/,35.32904609999999,135.93976550000002
Hira Mountain (比良山スキー場),http://ja.wikipedia.org/wiki/%E6%AF%94%E8%89%AF%E5%B1%B1%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,35.25907136951014,135.910512235199
The Hills,http://www.spabc.com/,51.7373318980276,-121.32133674621582
Chickley Alp,,42.62584402584537,-72.906174659729
Habri Ski Resort,,33.36344659727138,-5.141071832226554
Arłamów,,49.589592,22.622028
Baba Jaga,,50.93609,20.938476
Hakone Picnic Garden (箱根ピクニックガーデン),http://kanagawa.town.co.jp/guide/as001148/,35.219471,139.011072
Musashi (奥武蔵スキー場),,35.97276622517446,139.18607405529798
Maple Hill (メイプルヒルスキーリゾート),http://old-skier.seesaa.net/article/157107012.html,36.912757,139.745683
